,playerid,Name,Team,MarApr_PA,MarApr_AB,MarApr_H,MarApr_HR,MarApr_R,MarApr_RBI,MarApr_SB,MarApr_BB%,MarApr_K%,MarApr_ISO,MarApr_BABIP,MarApr_AVG,MarApr_OBP,MarApr_SLG,MarApr_LD%,MarApr_GB%,MarApr_FB%,MarApr_IFFB%,MarApr_HR/FB,MarApr_O-Swing%,MarApr_Z-Swing%,MarApr_Swing%,MarApr_O-Contact%,MarApr_Z-Contact%,MarApr_Contact%,FullSeason_OBP,Predicted_OBP,Percent_Error
96,3142,Robinson Chirinos,HOU,85,69,18,3,12,12,0,0.11800000000000001,0.282,0.232,0.341,0.261,0.361,0.493,0.174,0.304,0.522,0.16699999999999998,0.125,0.377,0.682,0.498,0.56,0.7559999999999999,0.667,0.347,0.339157533741068,0.02260076731680686
97,20123,Juan Soto,WSN,125,105,26,6,16,22,3,0.152,0.256,0.219,0.299,0.248,0.368,0.467,0.19399999999999998,0.47200000000000003,0.33299999999999996,0.042,0.25,0.237,0.66,0.397,0.588,0.875,0.769,0.401,0.3709081841689076,0.07504193474087889
98,12533,Marcus Semien,OAK,129,114,34,4,19,14,1,0.109,0.132,0.175,0.319,0.298,0.372,0.474,0.184,0.48,0.337,0.152,0.121,0.24600000000000002,0.6459999999999999,0.42100000000000004,0.657,0.927,0.838,0.369,0.35512278133211267,0.03760763866636132
99,10348,Domingo Santana,SEA,135,120,36,5,15,25,3,0.096,0.259,0.175,0.383,0.3,0.366,0.475,0.349,0.419,0.233,0.0,0.25,0.278,0.743,0.48100000000000004,0.67,0.852,0.7929999999999999,0.329,0.39070901842398964,0.1875654055440414
100,15608,Willians Astudillo,MIN,53,49,16,2,11,7,0,0.019,0.019,0.204,0.292,0.327,0.34,0.531,0.26,0.38,0.36,0.055999999999999994,0.111,0.46799999999999997,0.847,0.633,0.841,0.9670000000000001,0.914,0.299,0.3267204890909994,0.09271066585618526
101,10264,Brandon Belt,SFG,114,97,23,5,13,12,1,0.132,0.237,0.258,0.277,0.237,0.351,0.495,0.214,0.22899999999999998,0.557,0.10300000000000001,0.128,0.26899999999999996,0.735,0.46799999999999997,0.597,0.878,0.785,0.339,0.34920679893926043,0.03010855144324604
102,9847,Andrew McCutchen,PHI,131,108,26,5,24,10,1,0.17600000000000002,0.244,0.213,0.296,0.241,0.374,0.454,0.171,0.474,0.355,0.07400000000000001,0.185,0.19,0.523,0.345,0.526,0.7879999999999999,0.711,0.378,0.358891130622036,0.050552564491968315
103,16556,Ozzie Albies,ATL,132,121,35,6,24,12,3,0.076,0.159,0.207,0.309,0.289,0.348,0.496,0.222,0.455,0.32299999999999995,0.031,0.188,0.41200000000000003,0.7829999999999999,0.5720000000000001,0.769,0.8320000000000001,0.8059999999999999,0.352,0.33022403519269794,0.061863536384380795
104,15676,Jose Abreu,CHW,117,104,29,5,15,24,2,0.094,0.231,0.221,0.329,0.279,0.35,0.5,0.205,0.423,0.37200000000000005,0.069,0.172,0.28600000000000003,0.674,0.44,0.605,0.897,0.7829999999999999,0.33,0.36718903918417367,0.11269405813385956
105,15181,Ryan Cordell,CHW,42,36,9,2,6,6,1,0.11900000000000001,0.262,0.222,0.304,0.25,0.357,0.472,0.16,0.36,0.48,0.083,0.16699999999999998,0.26899999999999996,0.685,0.441,0.5710000000000001,0.8,0.718,0.29,0.33658457286640214,0.16063645816000746
106,18030,Harrison Bader,STL,63,49,11,3,8,9,0,0.14300000000000002,0.317,0.204,0.308,0.224,0.387,0.429,0.32,0.32,0.36,0.111,0.33299999999999996,0.239,0.64,0.418,0.47100000000000003,0.836,0.72,0.314,0.36483424418358407,0.16189249739994926
107,5409,Pablo Sandoval,SFG,46,46,13,2,8,6,0,0.0,0.261,0.304,0.344,0.283,0.283,0.587,0.324,0.441,0.235,0.0,0.25,0.5,0.764,0.612,0.7140000000000001,0.8,0.76,0.313,0.3336195165035923,0.06587704953224371
108,4022,Melky Cabrera,PIT,88,85,28,3,8,7,1,0.034,0.125,0.165,0.352,0.329,0.352,0.494,0.257,0.446,0.297,0.091,0.136,0.345,0.736,0.51,0.8140000000000001,0.924,0.8809999999999999,0.313,0.36388040028920854,0.1625571894223915
109,6609,Freddy Galvis,TOR,99,96,30,5,14,12,2,0.03,0.212,0.198,0.357,0.313,0.333,0.51,0.203,0.405,0.392,0.034,0.172,0.355,0.713,0.515,0.542,0.838,0.725,0.296,0.3358548481210598,0.13464475716574267
110,10472,Enrique Hernandez,LAD,111,97,25,6,16,17,0,0.11699999999999999,0.23399999999999999,0.247,0.288,0.258,0.342,0.505,0.23600000000000002,0.34700000000000003,0.41700000000000004,0.1,0.2,0.26899999999999996,0.667,0.431,0.575,0.895,0.777,0.304,0.35680304493787335,0.17369422676932025
111,18314,Dansby Swanson,ATL,112,96,25,5,14,22,2,0.107,0.223,0.26,0.29,0.26,0.339,0.521,0.27,0.405,0.324,0.042,0.20800000000000002,0.235,0.685,0.426,0.6409999999999999,0.8390000000000001,0.7759999999999999,0.325,0.36330842736654656,0.11787208420475861
112,12092,Niko Goodrum,DET,98,80,19,3,12,11,3,0.17300000000000001,0.22399999999999998,0.213,0.286,0.238,0.367,0.45,0.33899999999999997,0.35600000000000004,0.305,0.055999999999999994,0.16699999999999998,0.231,0.665,0.406,0.552,0.7959999999999999,0.713,0.322,0.36757432077659635,0.141535157691293
113,12161,Xander Bogaerts,BOS,123,107,29,4,18,16,0,0.122,0.21100000000000002,0.196,0.321,0.271,0.358,0.467,0.22,0.305,0.47600000000000003,0.0,0.10300000000000001,0.285,0.563,0.40299999999999997,0.6709999999999999,0.875,0.792,0.384,0.3593352680650736,0.06423107274720419
114,5417,Jose Altuve,HOU,128,113,28,9,15,20,1,0.109,0.16399999999999998,0.265,0.226,0.248,0.328,0.513,0.16699999999999998,0.456,0.37799999999999995,0.235,0.265,0.24100000000000002,0.6809999999999999,0.414,0.629,0.867,0.7829999999999999,0.353,0.31933821364322496,0.09535916814950432
115,15464,Hunter Renfroe,SDP,82,75,18,6,9,12,1,0.073,0.23199999999999998,0.333,0.235,0.24,0.293,0.573,0.21100000000000002,0.40399999999999997,0.386,0.045,0.273,0.41600000000000004,0.708,0.529,0.7090000000000001,0.871,0.7929999999999999,0.289,0.32671887371760766,0.13051513397096084
116,10542,Derek Dietrich,CIN,65,54,11,5,8,14,0,0.092,0.2,0.333,0.162,0.204,0.323,0.537,0.171,0.341,0.488,0.25,0.25,0.311,0.72,0.47200000000000003,0.608,0.805,0.727,0.328,0.29204779608630876,0.10961037778564404
117,13807,Kevin Plawecki,CLE,33,27,6,1,3,1,0,0.182,0.182,0.222,0.25,0.222,0.364,0.444,0.2,0.3,0.5,0.2,0.1,0.182,0.746,0.436,0.7140000000000001,0.809,0.787,0.287,0.336973230899145,0.17412275574614988
118,14350,Raimel Tapia,COL,72,68,18,3,4,10,0,0.055999999999999994,0.306,0.279,0.349,0.265,0.306,0.544,0.196,0.435,0.37,0.0,0.17600000000000002,0.401,0.7959999999999999,0.556,0.537,0.802,0.6859999999999999,0.309,0.33912958261275183,0.09750673984709332
119,14274,Mitch Haniger,SEA,131,115,28,6,27,17,3,0.092,0.267,0.261,0.293,0.243,0.328,0.504,0.247,0.358,0.395,0.125,0.188,0.24100000000000002,0.608,0.402,0.5379999999999999,0.845,0.742,0.314,0.3508981277698003,0.11750996105031937
120,9892,Jay Bruce,SEA,92,82,16,9,14,16,0,0.109,0.337,0.378,0.167,0.195,0.283,0.573,0.157,0.275,0.569,0.0,0.31,0.313,0.799,0.501,0.521,0.748,0.6609999999999999,0.261,0.28060773944579853,0.0751254384896495
121,12180,Jorge Alfaro,MIA,83,77,22,5,9,9,0,0.036000000000000004,0.373,0.195,0.415,0.286,0.337,0.481,0.28300000000000003,0.457,0.261,0.0,0.41700000000000004,0.516,0.746,0.598,0.541,0.716,0.618,0.312,0.325948799732895,0.04470769145158647
122,9015,Gordon Beckham,DET,47,41,9,3,7,4,1,0.106,0.38299999999999995,0.293,0.3,0.22,0.319,0.512,0.217,0.348,0.435,0.2,0.3,0.33299999999999996,0.667,0.5,0.563,0.7190000000000001,0.667,0.271,0.3407505003408891,0.2573819200770815
123,12160,Ben Gamel,MIL,65,55,15,1,10,4,1,0.138,0.308,0.145,0.412,0.273,0.385,0.418,0.28600000000000003,0.4,0.314,0.0,0.091,0.233,0.545,0.359,0.5529999999999999,0.867,0.745,0.337,0.40196429946856166,0.19277240198386242
124,9393,Matt Adams,WSN,54,51,14,3,6,13,0,0.037000000000000005,0.35200000000000004,0.275,0.367,0.275,0.296,0.549,0.273,0.33299999999999996,0.39399999999999996,0.077,0.231,0.381,0.759,0.5329999999999999,0.5329999999999999,0.883,0.733,0.276,0.3589024932743498,0.3003713524432963
125,11281,Whit Merrifield,KCR,130,118,34,4,22,11,5,0.085,0.154,0.195,0.316,0.288,0.346,0.483,0.299,0.34,0.361,0.086,0.114,0.307,0.657,0.473,0.79,0.866,0.84,0.348,0.36397143966358436,0.0458949415620241
126,9308,Josh Phegley,OAK,64,61,17,3,14,13,0,0.031,0.203,0.23,0.311,0.279,0.313,0.508,0.33299999999999996,0.146,0.521,0.16,0.12,0.345,0.655,0.48700000000000004,0.612,0.897,0.787,0.282,0.3379390487782823,0.1983654211995827
127,14566,Franmil Reyes,SDP,91,82,19,8,9,14,0,0.077,0.22,0.329,0.196,0.232,0.286,0.561,0.21899999999999997,0.313,0.469,0.0,0.267,0.38799999999999996,0.809,0.561,0.562,0.8109999999999999,0.7090000000000001,0.31,0.2859150773492133,0.07769329887350553
128,8722,Jason Castro,MIN,39,31,6,2,7,4,0,0.205,0.231,0.226,0.2,0.194,0.359,0.419,0.091,0.364,0.545,0.083,0.16699999999999998,0.23800000000000002,0.65,0.391,0.583,0.769,0.698,0.332,0.29427828604862516,0.11361962033546644
129,13473,Dwight Smith Jr.,BAL,114,105,29,5,19,19,3,0.061,0.175,0.21,0.296,0.276,0.325,0.486,0.2,0.376,0.424,0.083,0.139,0.313,0.7440000000000001,0.49200000000000005,0.513,0.867,0.735,0.297,0.3103899471073325,0.045083996994385485
130,12284,Kevan Smith,LAA,47,41,11,1,7,3,0,0.085,0.128,0.146,0.294,0.268,0.362,0.415,0.257,0.514,0.22899999999999998,0.0,0.125,0.22899999999999998,0.639,0.405,0.773,0.935,0.882,0.318,0.3448517301176724,0.08443940288576224
131,13590,Jesse Winker,CIN,103,92,21,8,17,13,0,0.09699999999999999,0.184,0.283,0.2,0.228,0.311,0.511,0.26,0.41100000000000003,0.32899999999999996,0.0,0.33299999999999996,0.23,0.7070000000000001,0.444,0.755,0.894,0.855,0.357,0.33216082955955517,0.0695775082365401
132,9874,DJ LeMahieu,NYY,113,100,31,1,18,15,2,0.071,0.133,0.12,0.345,0.31,0.363,0.43,0.273,0.44299999999999995,0.284,0.08,0.04,0.27699999999999997,0.677,0.46,0.7659999999999999,0.9470000000000001,0.888,0.375,0.3708531616413073,0.01105823562318046
133,3086,Mitch Moreland,BOS,100,89,19,8,13,17,0,0.1,0.2,0.326,0.177,0.213,0.29,0.539,0.14300000000000002,0.457,0.4,0.036000000000000004,0.28600000000000003,0.28600000000000003,0.74,0.486,0.6559999999999999,0.7709999999999999,0.733,0.328,0.2755345596984867,0.1599556106753454
134,13301,Max Muncy,LAD,110,93,23,5,11,17,0,0.136,0.29100000000000004,0.215,0.31,0.247,0.345,0.462,0.175,0.365,0.46,0.10300000000000001,0.172,0.21899999999999997,0.6679999999999999,0.41200000000000003,0.581,0.8320000000000001,0.7559999999999999,0.374,0.35300588485048157,0.05613399772598512
135,11850,Tyler Austin,- - -,34,28,8,0,6,1,0,0.17600000000000002,0.441,0.036,0.615,0.286,0.412,0.321,0.308,0.462,0.231,0.0,0.0,0.263,0.611,0.386,0.423,0.7879999999999999,0.627,0.296,0.43802142729472576,0.47980211923893845
136,15429,Kris Bryant,CHC,121,100,23,3,18,13,1,0.124,0.182,0.19,0.263,0.23,0.355,0.42,0.215,0.38,0.405,0.031,0.094,0.264,0.72,0.449,0.6990000000000001,0.809,0.77,0.382,0.3209902933023995,0.1597112740774883
137,17350,Rafael Devers,BOS,118,102,30,0,15,8,4,0.11900000000000001,0.16899999999999998,0.078,0.366,0.294,0.385,0.373,0.256,0.537,0.207,0.17600000000000002,0.0,0.344,0.6920000000000001,0.483,0.716,0.833,0.7829999999999999,0.361,0.3635391633422748,0.007033693468905348
138,12552,Eugenio Suarez,CIN,115,100,23,7,11,16,0,0.113,0.235,0.26,0.239,0.23,0.322,0.49,0.122,0.473,0.405,0.1,0.233,0.24600000000000002,0.684,0.431,0.5429999999999999,0.8740000000000001,0.765,0.358,0.3274954052744184,0.08520836515525584
139,11265,Jonathan Schoop,MIN,96,90,24,4,14,11,0,0.031,0.20800000000000002,0.222,0.303,0.267,0.313,0.489,0.18600000000000003,0.457,0.35700000000000004,0.16,0.16,0.45299999999999996,0.7909999999999999,0.601,0.526,0.802,0.685,0.304,0.29204078795046645,0.03933951332083402
140,9777,Nolan Arenado,COL,129,118,32,6,20,21,1,0.07,0.085,0.229,0.252,0.271,0.318,0.5,0.174,0.385,0.44,0.146,0.125,0.382,0.76,0.5329999999999999,0.73,0.865,0.807,0.379,0.30415627667026907,0.19747684255865683
141,11339,Jake Marisnick,HOU,49,45,12,2,10,5,1,0.061,0.28600000000000003,0.2,0.345,0.267,0.327,0.467,0.207,0.517,0.276,0.0,0.25,0.33299999999999996,0.733,0.512,0.568,0.8029999999999999,0.718,0.289,0.32846618349969137,0.13656118858024702
142,11445,Mark Canha,OAK,51,39,8,2,8,4,0,0.196,0.255,0.179,0.24,0.205,0.373,0.385,0.07400000000000001,0.29600000000000004,0.63,0.17600000000000002,0.11800000000000001,0.174,0.589,0.34299999999999997,0.667,0.8390000000000001,0.7879999999999999,0.396,0.32077782956763645,0.18995497583930193
143,11739,J.T. Realmuto,PHI,114,100,28,4,18,18,0,0.079,0.21100000000000002,0.16,0.324,0.28,0.351,0.44,0.231,0.474,0.295,0.043,0.174,0.337,0.7040000000000001,0.503,0.6920000000000001,0.841,0.7859999999999999,0.328,0.3355101229495697,0.022896716309663744
144,7949,Tim Beckham,SEA,113,103,26,5,15,17,1,0.08,0.327,0.223,0.344,0.252,0.319,0.476,0.242,0.439,0.318,0.048,0.23800000000000002,0.29600000000000004,0.618,0.44299999999999995,0.547,0.8170000000000001,0.718,0.293,0.3534051318655554,0.20616085960940414
145,7859,Charlie Blackmon,COL,133,122,34,3,14,15,2,0.06,0.165,0.18,0.316,0.279,0.331,0.459,0.21,0.41,0.38,0.158,0.079,0.35200000000000004,0.7020000000000001,0.513,0.722,0.856,0.807,0.364,0.3375562445923735,0.0726476796912816
146,17714,Christin Stewart,DET,64,54,12,3,6,13,0,0.109,0.25,0.296,0.243,0.222,0.313,0.519,0.275,0.225,0.5,0.05,0.15,0.369,0.794,0.537,0.618,0.831,0.742,0.305,0.3180840704421881,0.04289859161373155
147,13769,Adalberto Mondesi,KCR,126,115,33,3,16,24,8,0.048,0.27,0.217,0.366,0.287,0.312,0.504,0.22399999999999998,0.38799999999999996,0.38799999999999996,0.091,0.091,0.43,0.7809999999999999,0.573,0.534,0.8490000000000001,0.71,0.291,0.3522063745954718,0.2103311841768792
148,4314,Joey Votto,CIN,110,94,23,3,13,5,0,0.136,0.255,0.17,0.317,0.245,0.355,0.415,0.19699999999999998,0.33299999999999996,0.47,0.032,0.09699999999999999,0.17600000000000002,0.675,0.39899999999999997,0.605,0.857,0.795,0.357,0.35476621465384495,0.006257101809958088
149,11737,Nick Castellanos,DET,109,99,27,2,15,8,1,0.083,0.284,0.182,0.373,0.273,0.33,0.455,0.217,0.33299999999999996,0.449,0.032,0.065,0.36,0.7509999999999999,0.513,0.6,0.8740000000000001,0.757,0.337,0.34705037145289336,0.029823060691078148
150,14503,Renato Nunez,BAL,117,109,29,6,17,18,0,0.06,0.27399999999999997,0.211,0.324,0.266,0.316,0.477,0.20800000000000002,0.312,0.48100000000000004,0.135,0.162,0.37200000000000005,0.6579999999999999,0.493,0.573,0.857,0.733,0.311,0.32645060923706315,0.04968041555325772
151,7539,Neil Walker,MIA,88,78,20,3,6,4,1,0.102,0.21600000000000003,0.167,0.304,0.256,0.341,0.423,0.237,0.45799999999999996,0.305,0.055999999999999994,0.16699999999999998,0.28600000000000003,0.657,0.431,0.574,0.867,0.748,0.344,0.3383068763439626,0.01654977806987604
152,11205,Adam Eaton,WSN,126,115,34,2,18,9,4,0.071,0.198,0.104,0.364,0.296,0.357,0.4,0.184,0.414,0.402,0.14300000000000002,0.057,0.322,0.611,0.451,0.655,0.8859999999999999,0.795,0.365,0.3545404250337079,0.028656369770663215
153,16909,Colin Moran,PIT,63,56,15,2,5,11,0,0.111,0.19,0.161,0.31,0.268,0.349,0.429,0.205,0.455,0.341,0.2,0.133,0.313,0.6809999999999999,0.455,0.6890000000000001,0.871,0.794,0.322,0.3386865227088247,0.05182149909572889
154,12927,Brandon Nimmo,NYM,105,86,20,3,17,9,1,0.14300000000000002,0.34299999999999997,0.151,0.362,0.233,0.365,0.384,0.28600000000000003,0.34700000000000003,0.36700000000000005,0.055999999999999994,0.16699999999999998,0.20800000000000002,0.634,0.384,0.364,0.763,0.636,0.375,0.3523223982983946,0.060473604537614335
155,15711,Tyler O'Neill,STL,34,33,10,1,4,4,0,0.028999999999999998,0.382,0.152,0.474,0.303,0.324,0.455,0.15,0.45,0.4,0.25,0.125,0.424,0.7190000000000001,0.561,0.35700000000000004,0.61,0.507,0.311,0.32111400623842573,0.03252092038079014
156,8392,Daniel Descalso,CHC,86,76,20,2,12,11,1,0.11599999999999999,0.244,0.145,0.34,0.263,0.349,0.408,0.2,0.4,0.4,0.0,0.091,0.185,0.602,0.37,0.45,0.845,0.7340000000000001,0.271,0.34664341391347486,0.27912698861060825
157,12179,Maikel Franco,PHI,118,103,26,7,15,22,0,0.11900000000000001,0.102,0.252,0.224,0.252,0.339,0.505,0.152,0.38,0.467,0.209,0.163,0.332,0.75,0.514,0.6709999999999999,0.862,0.7929999999999999,0.297,0.3022893590136171,0.01780928960813839
158,12510,Curt Casali,CIN,41,38,11,0,3,5,0,0.073,0.293,0.132,0.423,0.289,0.341,0.421,0.34600000000000003,0.423,0.231,0.0,0.0,0.275,0.757,0.484,0.6,0.868,0.782,0.331,0.3552626781087236,0.0733011423224277
159,18363,Victor Robles,WSN,114,106,27,5,20,12,7,0.044000000000000004,0.298,0.226,0.328,0.255,0.301,0.481,0.212,0.28800000000000003,0.5,0.061,0.152,0.32799999999999996,0.6829999999999999,0.483,0.647,0.868,0.7829999999999999,0.326,0.3456853735738234,0.06038458151479565
160,14553,Nomar Mazara,TEX,108,99,24,5,16,20,0,0.055999999999999994,0.185,0.222,0.257,0.242,0.306,0.465,0.228,0.48100000000000004,0.29100000000000004,0.0,0.217,0.366,0.701,0.502,0.66,0.87,0.779,0.318,0.2983187991264488,0.06189056878475215
161,17992,David Fletcher,LAA,94,88,27,1,13,10,2,0.064,0.043,0.102,0.313,0.307,0.351,0.409,0.25,0.46399999999999997,0.28600000000000003,0.042,0.042,0.244,0.479,0.348,0.904,0.975,0.9470000000000001,0.35,0.3823177628934055,0.09233646540973013
162,17901,Andrew Benintendi,BOS,118,102,27,2,13,13,2,0.09300000000000001,0.22899999999999998,0.147,0.333,0.265,0.342,0.412,0.195,0.39,0.41600000000000004,0.094,0.063,0.354,0.741,0.504,0.711,0.8759999999999999,0.805,0.343,0.34784834695149114,0.01413512230755426
163,13613,Ketel Marte,ARI,125,116,29,6,15,21,3,0.064,0.192,0.233,0.264,0.25,0.296,0.483,0.174,0.446,0.38,0.086,0.171,0.35200000000000004,0.691,0.486,0.728,0.932,0.843,0.389,0.32940638834078395,0.1531969451393729
